Layer 1,Layer 2,Layer 3,R2,MAE
21,13,9,0.89466,0.09091
21,13,10,0.87816,0.08351
21,14,0,0.82389,0.10177
21,14,1,0.8536,0.09258
21,14,2,0.82689,0.08677
21,14,3,0.88854,0.07924
21,14,4,0.85439,0.0842
21,14,5,0.86198,0.08886
21,14,6,0.87383,0.08217
21,14,7,0.88503,0.09186
21,14,8,0.84314,0.08931
21,14,9,0.90202,0.06782
21,14,10,0.90684,0.07129
21,15,0,0.83147,0.11339
21,15,1,-8E-05,0.53455
21,15,2,0.84488,0.10994
21,15,3,0.83435,0.12362
21,15,4,0.86926,0.10809
21,15,5,0.82081,0.10822
21,15,6,0.72473,0.08921
21,15,7,0.82842,0.08665
21,15,8,0.85481,0.09154
21,15,9,0.82944,0.10025
21,15,10,0.84399,0.10533
21,16,0,0.83958,0.08844
21,16,1,-6E-05,0.53469
21,16,2,-6E-05,0.53466
21,16,3,0.84928,0.09119
21,16,4,0.86809,0.08241
21,16,5,0.83439,0.09529
21,16,6,0.87158,0.08903
21,16,7,0.86558,0.12833
21,16,8,0.87789,0.09327
21,16,9,0.87667,0.10487
21,16,10,0.84328,0.09275
21,17,0,0.83751,0.09918
21,17,1,-6E-05,0.53465
21,17,2,0.88359,0.07882
21,17,3,-9E-05,0.53451
21,17,4,0.8469,0.1049
21,17,5,0.86439,0.12195
21,17,6,0.86212,0.0897
21,17,7,0.87033,0.07815
21,17,8,0.8519,0.08944
21,17,9,0.8432,0.08961
21,17,10,0.86821,0.10064
21,18,0,0.84289,0.09449
21,18,1,-4E-05,0.5348
21,18,2,-0.00011,0.53442
21,18,3,0.83614,0.09862
21,18,4,0.82542,0.11
21,18,5,0.89681,0.08062
21,18,6,0.90807,0.07652
21,18,7,0.82004,0.09444
21,18,8,0.89114,0.07985
21,18,9,0.88445,0.08397
21,18,10,0.8188,0.09548
21,19,0,0.85312,0.09791
21,19,1,0.84719,0.09363
21,19,2,0.89417,0.087
21,19,3,0.85075,0.09706
21,19,4,0.87047,0.09416
21,19,5,0.85553,0.10236
21,19,6,0.86117,0.09405
21,19,7,0.84126,0.091
21,19,8,0.8264,0.12895
21,19,9,0.87858,0.07913
21,19,10,0.85957,0.09623
21,20,0,0.84231,0.09193
21,20,1,0.82153,0.11455
21,20,2,-8E-05,0.53457
21,20,3,0.89568,0.08533
21,20,4,0.84029,0.10657
21,20,5,0.83017,0.09649
21,20,6,0.88984,0.0902
21,20,7,0.90019,0.09754
21,20,8,0.77588,0.11971
21,20,9,0.82616,0.09299
21,20,10,0.87197,0.09599
22,0,0,0.74551,0.13873
22,1,0,0.62055,0.23144
22,1,1,0.78201,0.1398
22,1,2,0.77726,0.13308
22,1,3,0.85554,0.10806
22,1,4,0.63686,0.2363
22,1,5,0.62769,0.25848
22,1,6,0.61203,0.24645
22,1,7,-1E-05,0.5356
22,1,8,0,0.53543
22,1,9,0.79155,0.12133
22,1,10,0.60539,0.27079
22,2,0,0.79772,0.10974
22,2,1,0.80206,0.12122
22,2,2,0.83811,0.11222
22,2,3,0.86055,0.09417
22,2,4,0.83472,0.10215
22,2,5,0.80194,0.12527
22,2,6,0.79821,0.12974
22,2,7,0.89464,0.0967
22,2,8,0.82493,0.12368
22,2,9,0.81244,0.11643
22,2,10,0.8508,0.10819
22,3,0,0.8021,0.11107
22,3,1,0.81123,0.10518
22,3,2,0.82425,0.10823
22,3,3,0.82744,0.10367
22,3,4,0.86555,0.0882
22,3,5,0.84249,0.10992
22,3,6,0.77613,0.12384
22,3,7,0.83223,0.10872
22,3,8,0.89682,0.08375
22,3,9,0.81429,0.11564
22,3,10,0.82355,0.1068
22,4,0,0.83261,0.0817
22,4,1,-4E-05,0.53479
22,4,2,0.82411,0.10909
22,4,3,0.82072,0.10886
22,4,4,0.82201,0.0959
22,4,5,0.84881,0.1027
22,4,6,0.85552,0.1101
22,4,7,0.81755,0.10353
22,4,8,0.9096,0.08281
22,4,9,0.83137,0.10479
22,4,10,0.8208,0.09162
22,5,0,0.81544,0.09954
22,5,1,-3E-05,0.53489
22,5,2,0.82772,0.10311
22,5,3,0.87426,0.0991
22,5,4,0.83559,0.09216
22,5,5,0.87651,0.07624
22,5,6,0.78031,0.1128
22,5,7,0.89231,0.09334
22,5,8,0.91214,0.07376
22,5,9,0.85437,0.09865
22,5,10,0.89244,0.08174
22,6,0,0.80248,0.10594
22,6,1,0.80496,0.11606
22,6,2,0.79116,0.11288
22,6,3,0.85351,0.09183
22,6,4,0.87517,0.08679
22,6,5,0.7965,0.10294
22,6,6,0.83952,0.09335
22,6,7,0.83605,0.11241
22,6,8,0.75691,0.12999
22,6,9,0.82644,0.10092
22,6,10,0.87087,0.0863
22,7,0,0.84808,0.10225
22,7,1,0.87234,0.09013
22,7,2,0.79661,0.12627
22,7,3,0.80334,0.12035
22,7,4,0.85369,0.08147
22,7,5,0.85952,0.0996
22,7,6,0.91089,0.08525
22,7,7,0.85191,0.09678
22,7,8,0.81829,0.09832
22,7,9,0.85292,0.08992
22,7,10,0.87625,0.05968
22,8,0,0.8049,0.10825
22,8,1,-8E-05,0.53456
22,8,2,0.81309,0.11553
22,8,3,0.89121,0.0788
22,8,4,0.82317,0.09886
22,8,5,0.8421,0.08759
22,8,6,0.82343,0.10522
22,8,7,0.82923,0.10035
22,8,8,0.81615,0.14124
22,8,9,0.81525,0.09235
22,8,10,0.88448,0.10844
22,9,0,0.8039,0.12302
22,9,1,-7E-05,0.53459
22,9,2,0.8334,0.1201
22,9,3,0.86078,0.09352
22,9,4,-8E-05,0.53452
22,9,5,0.83475,0.10694
22,9,6,0.81932,0.11139
22,9,7,0.86596,0.09624
22,9,8,0.9123,0.08598
22,9,9,0.86677,0.10286
22,9,10,0.89232,0.09562
22,10,0,0.83819,0.08963
22,10,1,-5E-05,0.5347
22,10,2,0.86756,0.08348
22,10,3,0.83702,0.09411
22,10,4,0.81584,0.10045
22,10,5,0.85991,0.0867
22,10,6,0.84108,0.09838
22,10,7,0.85059,0.09834
22,10,8,0.87883,0.09644
22,10,9,0.83801,0.09912
22,10,10,0.84646,0.09265
22,11,0,0.85211,0.0971
22,11,1,-8E-05,0.53458
22,11,2,0.88101,0.08364
22,11,3,0.83246,0.11056
22,11,4,0.80278,0.11908
22,11,5,0.83023,0.11698
22,11,6,0.84861,0.09612
22,11,7,0.90034,0.09949
22,11,8,0.85379,0.09998
22,11,9,0.87566,0.07832
22,11,10,0.83102,0.09782
22,12,0,0.86288,0.09729
22,12,1,-2E-05,0.53495
22,12,2,0.83485,0.09128
22,12,3,0.85238,0.09466
22,12,4,0.88596,0.08685
22,12,5,0.90061,0.08679
22,12,6,0.86231,0.09273
22,12,7,0.88914,0.08465
22,12,8,0.86278,0.07828
22,12,9,0.85997,0.09289
22,12,10,0.86637,0.08315
22,13,0,0.86556,0.0837
22,13,1,-9E-05,0.5345
22,13,2,0.80859,0.10924
22,13,3,0.84984,0.10602
22,13,4,0.88383,0.08367
22,13,5,0.88429,0.08277
22,13,6,0.86397,0.08327
22,13,7,0.89727,0.08993
22,13,8,0.86451,0.09411
22,13,9,0.90486,0.07714
22,13,10,0.90083,0.09755
22,14,0,0.82708,0.09623
22,14,1,-6E-05,0.53467
22,14,2,-5E-05,0.53473
22,14,3,-7E-05,0.53461
22,14,4,0.8714,0.08499
22,14,5,0.90875,0.07794
22,14,6,0.83392,0.09622
22,14,7,0.86614,0.09069
22,14,8,0.81645,0.10022
22,14,9,0.89015,0.08037
22,14,10,0.89817,0.09912
22,15,0,0.84791,0.08877
22,15,1,0.7288,0.07782
22,15,2,-8E-05,0.53457
22,15,3,0.8738,0.07332
22,15,4,0.85254,0.08799
22,15,5,0.85519,0.10095
22,15,6,0.89842,0.0754
22,15,7,0.85715,0.08854
22,15,8,0.83005,0.09736
22,15,9,0.89416,0.07118
22,15,10,0.90653,0.10076
22,16,0,0.80143,0.10649
22,16,1,0.80494,0.11138
22,16,2,0.86774,0.08076
22,16,3,-7E-05,0.53463
22,16,4,0.87695,0.10112
22,16,5,0.92957,0.06728
22,16,6,0.84061,0.10068
22,16,7,0.85974,0.11281
22,16,8,0.83235,0.12032
22,16,9,0.86548,0.09038
22,16,10,0.90632,0.09297
22,17,0,0.87463,0.0816
22,17,1,-5E-05,0.53473
22,17,2,-5E-05,0.5347
22,17,3,0.86116,0.09636
22,17,4,0.80365,0.0994
22,17,5,0.84942,0.10014
22,17,6,0.93891,0.07737
22,17,7,0.86182,0.09443
22,17,8,0.89662,0.07992
22,17,9,0.86746,0.08678
22,17,10,0.85423,0.08139
22,18,0,0.80841,0.10349
22,18,1,-8E-05,0.53456
22,18,2,0.82302,0.10236
22,18,3,0.82914,0.09129
22,18,4,0.90315,0.07943
22,18,5,0.88073,0.10144
22,18,6,0.92044,0.07053
22,18,7,0.9395,0.07053
22,18,8,0.86738,0.09329
22,18,9,0.89608,0.06965
22,18,10,0.94383,0.07532
22,19,0,0.86421,0.07773
22,19,1,-7E-05,0.53463
22,19,2,0.81877,0.10881
22,19,3,0.88002,0.0832
22,19,4,-6E-05,0.53467
22,19,5,0.81807,0.1033
22,19,6,0.85295,0.09799
22,19,7,0.84739,0.10409
22,19,8,0.84559,0.09414
22,19,9,0.91813,0.07679
22,19,10,0.87493,0.09142
22,20,0,0.83052,0.09603
22,20,1,-7E-05,0.53463
22,20,2,0.83592,0.1202
22,20,3,-7E-05,0.53461
22,20,4,0.85599,0.09834
22,20,5,0.88512,0.08239
22,20,6,0.91252,0.07462
22,20,7,0.90372,0.08696
22,20,8,0.85348,0.09833
22,20,9,0.86944,0.08497
22,20,10,0.89697,0.07377
23,0,0,0.76443,0.13249
23,1,0,0.77315,0.11985
23,1,1,0.72192,0.14722
23,1,2,0,0.53532
23,1,3,0.48975,0.24739
23,1,4,-8E-05,0.53458
23,1,5,0.81877,0.1121
23,1,6,0.79175,0.12608
23,1,7,0.80912,0.12361
23,1,8,0.82507,0.1236
23,1,9,0.81416,0.12365
23,1,10,0.77933,0.12235
23,2,0,0.78477,0.13432
23,2,1,-0.00012,0.53439
23,2,2,0.78084,0.10216
23,2,3,0.8448,0.1155
23,2,4,0.81243,0.09156
23,2,5,0.82656,0.09141
23,2,6,0.82376,0.10355
23,2,7,0.8734,0.09086
23,2,8,0.83166,0.102
23,2,9,0.80991,0.11274
23,2,10,0.79488,0.13283
23,3,0,0.78698,0.11142
23,3,1,0.81005,0.10403
23,3,2,0.82634,0.091
23,3,3,0.81942,0.10798
23,3,4,0.79388,0.12367
23,3,5,0.82264,0.10327
23,3,6,0.84524,0.09246
23,3,7,0.88568,0.08592
23,3,8,0.88846,0.08189
23,3,9,0.80223,0.11073
23,3,10,0.83487,0.1074
23,4,0,0.84833,0.10239
23,4,1,0.81906,0.09963
23,4,2,0.90591,0.07713
23,4,3,0.83672,0.08955
23,4,4,0.90421,0.08562
23,4,5,0.77425,0.10605
23,4,6,0.82945,0.1012
23,4,7,0.81238,0.11675
23,4,8,0.83066,0.10352
23,4,9,0.84589,0.09389
23,4,10,0.86556,0.09064
23,5,0,0.78363,0.11096
23,5,1,-3E-05,0.53487
23,5,2,-8E-05,0.53454
23,5,3,0.81016,0.12363
23,5,4,0.83224,0.11153
23,5,5,0.75896,0.1265
23,5,6,0.85247,0.09371
23,5,7,0.87404,0.07835
23,5,8,0.84097,0.09621
23,5,9,0.83837,0.09321
23,5,10,0.80448,0.10232
23,6,0,0.8109,0.10888
23,6,1,-8E-05,0.53454
23,6,2,0.84258,0.09413
23,6,3,0.83496,0.09554
23,6,4,0.80278,0.11221
23,6,5,0.85528,0.10505
23,6,6,0.88032,0.09098
23,6,7,0.87148,0.08552
23,6,8,0.78747,0.13251
23,6,9,0.8541,0.08077
23,6,10,0.83669,0.09779
23,7,0,0.86811,0.08542
23,7,1,-7E-05,0.53463
23,7,2,0.79583,0.09445
23,7,3,0.84102,0.10057
23,7,4,0.88832,0.08274
23,7,5,0.87737,0.10244
23,7,6,0.87842,0.08385
23,7,7,0.86785,0.08983
23,7,8,0.81338,0.1054
23,7,9,0.84211,0.11001
23,7,10,0.85779,0.09827
23,8,0,0.82459,0.09835
23,8,1,-0.0001,0.53448
23,8,2,0.83275,0.09542
23,8,3,0.82379,0.09844
23,8,4,0.84364,0.09411
23,8,5,0.81178,0.10543
23,8,6,0.85073,0.08901
23,8,7,0.86462,0.09786
23,8,8,0.8599,0.07827
23,8,9,0.78247,0.11619
23,8,10,0.83924,0.12143
23,9,0,0.81972,0.09727
23,9,1,-8E-05,0.53458
23,9,2,-0.0001,0.53447
23,9,3,-7E-05,0.53459
23,9,4,0.85411,0.08812
23,9,5,0.87574,0.07988
23,9,6,0.87363,0.0868
23,9,7,0.8852,0.09149
23,9,8,0.84461,0.09016
23,9,9,0.85856,0.07991
23,9,10,0.82967,0.10221
23,10,0,0.82795,0.10811
23,10,1,-4E-05,0.5348
23,10,2,0.84361,0.10496
23,10,3,-8E-05,0.53457
23,10,4,0.80573,0.11826
23,10,5,0.90584,0.07152
23,10,6,0.85593,0.08909
23,10,7,0.87052,0.08224
23,10,8,0.88125,0.08533
23,10,9,0.80792,0.09557
23,10,10,0.87842,0.07867
23,11,0,0.83623,0.09439
23,11,1,-5E-05,0.53474
23,11,2,-6E-05,0.53469
23,11,3,0.79548,0.11946
23,11,4,0.81651,0.10643
23,11,5,0.83823,0.09581
23,11,6,0.79589,0.11539
23,11,7,0.83499,0.11041
23,11,8,0.87693,0.08891
23,11,9,0.84618,0.10143
23,11,10,0.88648,0.07999
23,12,0,0.84756,0.09289
23,12,1,0.82066,0.10147
23,12,2,0.82294,0.11648
23,12,3,-7E-05,0.53461
23,12,4,0.84097,0.10265
23,12,5,0.87082,0.09706
23,12,6,0.8494,0.09937
23,12,7,0.89041,0.0781
23,12,8,0.83717,0.10703
23,12,9,0.841,0.10753
23,12,10,0.8461,0.09356
23,13,0,0.82528,0.09686
23,13,1,0.81965,0.10063
23,13,2,0.83576,0.1013
23,13,3,0.84623,0.0982
23,13,4,0.83452,0.0944
23,13,5,0.83477,0.09557
23,13,6,0.83033,0.10298
23,13,7,0.82439,0.10605
23,13,8,0.86069,0.07826
23,13,9,0.84659,0.09487
23,13,10,0.85541,0.09057
23,14,0,0.82657,0.09825
23,14,1,0.83662,0.09575
23,14,2,0.85818,0.07983
23,14,3,0.85409,0.0944
23,14,4,0.87111,0.08079
23,14,5,-7E-05,0.53459
23,14,6,0.86443,0.08617
23,14,7,0.81647,0.10073
23,14,8,0.84046,0.11661
23,14,9,0.88727,0.08687
23,14,10,0.84914,0.09988
23,15,0,0.81923,0.10371
23,15,1,-6E-05,0.53465
23,15,2,0.89682,0.09085
23,15,3,0.85136,0.08972
23,15,4,0.89872,0.08672
23,15,5,0.85188,0.10815
23,15,6,0.83658,0.08957
23,15,7,0.86969,0.086
23,15,8,0.86095,0.08587
23,15,9,0.88346,0.08564
23,15,10,0.82877,0.11375
23,16,0,0.84085,0.09164
23,16,1,-5E-05,0.53472
23,16,2,-0.00011,0.53441
23,16,3,0.85488,0.09129
23,16,4,0.82031,0.09469
23,16,5,0.84994,0.10668
23,16,6,0.88362,0.07877
23,16,7,0.83906,0.11111
23,16,8,0.87009,0.09526
23,16,9,0.89516,0.088
23,16,10,0.88571,0.10076
23,17,0,0.8301,0.09198
23,17,1,-4E-05,0.53481
23,17,2,0.85211,0.08942
23,17,3,0.83339,0.10262
23,17,4,0.85262,0.08403
23,17,5,0.90397,0.08329
23,17,6,0.85976,0.09949
23,17,7,0.83311,0.09773
23,17,8,0.83642,0.1412
23,17,9,0.84163,0.09183
23,17,10,0.82896,0.09103
23,18,0,0.8203,0.10052
23,18,1,-8E-05,0.53457
23,18,2,0.83765,0.09179
23,18,3,0.9278,0.08631
23,18,4,0.85917,0.08649
23,18,5,0.86904,0.11148
23,18,6,0.86163,0.08912
23,18,7,0.92297,0.08628
23,18,8,0.83799,0.09619
23,18,9,0.8431,0.09535
23,18,10,0.91253,0.07168
23,19,0,0.83315,0.09643
23,19,1,-5E-05,0.53475
23,19,2,0.83918,0.10817
23,19,3,-8E-05,0.53458
23,19,4,0.81096,0.12342
23,19,5,0.88011,0.08787
23,19,6,0.83711,0.11633
23,19,7,0.87078,0.0765
23,19,8,0.91822,0.07735
23,19,9,0.87269,0.07939
23,19,10,0.82499,0.09901
23,20,0,0.84637,0.10134
23,20,1,0.88279,0.08852
23,20,2,0.82517,0.09968
23,20,3,0.82393,0.11475
23,20,4,0.85872,0.07858
23,20,5,0.86264,0.0972
23,20,6,0.85176,0.10752
23,20,7,0.83649,0.088
23,20,8,0.86492,0.08371
23,20,9,0.86219,0.08901
23,20,10,0.82489,0.08603
24,0,0,0.70676,0.15769
24,1,0,0.765,0.13184
24,1,1,-7E-05,0.5346
24,1,2,-7E-05,0.5346
24,1,3,0.74169,0.14017
24,1,4,0.41473,0.30971
24,1,5,0.78888,0.12908
24,1,6,0.79997,0.14623
24,1,7,0.77706,0.13792
24,1,8,0.75962,0.13285
24,1,9,0.72268,0.09452
24,1,10,0.01282,0.52617
24,2,0,0.78379,0.13087
24,2,1,0.80826,0.12612
24,2,2,0.79824,0.11369
24,2,3,0.89231,0.08909
24,2,4,0.79741,0.111
24,2,5,0.80821,0.10632
24,2,6,0.81674,0.1083
24,2,7,0.80943,0.10908
24,2,8,0.84254,0.10645
24,2,9,0.80392,0.11496
24,2,10,0.87667,0.0911
24,3,0,0.39695,0.23168
24,3,1,-4E-05,0.5348
24,3,2,-9E-05,0.53449
24,3,3,0.80584,0.11834
24,3,4,0.82821,0.08923
24,3,5,0.79623,0.1255
24,3,6,0.79399,0.12406
24,3,7,0.83127,0.09089
24,3,8,0.77996,0.12344
24,3,9,0.83412,0.11688
24,3,10,0.85302,0.09745
24,4,0,0.83506,0.10813
24,4,1,-3E-05,0.53489
24,4,2,0.85647,0.09472
24,4,3,0.77127,0.11524
24,4,4,0.81966,0.08682
24,4,5,0.7982,0.10066
24,4,6,0.82267,0.10704
24,4,7,0.86852,0.1005
24,4,8,0.83065,0.12892
24,4,9,0.8902,0.08676
24,4,10,0.89415,0.07517
24,5,0,0.82349,0.10386
24,5,1,-8E-05,0.53458
24,5,2,0.7934,0.11817
24,5,3,0.8649,0.12128
24,5,4,0.8767,0.0945
24,5,5,0.8388,0.13622
24,5,6,0.82457,0.09855
24,5,7,0.83412,0.1128
24,5,8,0.8224,0.0883
24,5,9,0.84964,0.10751
24,5,10,0.8233,0.09921
24,6,0,0.78244,0.10984
24,6,1,-4E-05,0.53478
24,6,2,0.80393,0.11035
24,6,3,0.85371,0.10423
24,6,4,0.82212,0.11181
24,6,5,0.83813,0.08621
24,6,6,0.8631,0.10562
24,6,7,0.86591,0.10113
24,6,8,0.89389,0.08015
24,6,9,0.8394,0.09595
24,6,10,0.84063,0.09111
24,7,0,0.82762,0.09245
24,7,1,-3E-05,0.53488
24,7,2,-9E-05,0.53453
24,7,3,0.80914,0.10455
24,7,4,0.91193,0.07523
24,7,5,0.82772,0.10861
24,7,6,0.82199,0.10394
24,7,7,0.82128,0.09806
24,7,8,0.85184,0.08569
24,7,9,0.85321,0.08304
24,7,10,0.89179,0.07368
24,8,0,0.84924,0.08857
24,8,1,0.81518,0.09709
24,8,2,0.83674,0.1061
24,8,3,0.82834,0.09677
24,8,4,-0.00011,0.53443
24,8,5,0.84586,0.10223
24,8,6,0.83503,0.09505
24,8,7,0.83062,0.09372
24,8,8,0.81537,0.11223
24,8,9,0.85066,0.11021
24,8,10,0.85254,0.1204
24,9,0,0.81511,0.1186
24,9,1,-8E-05,0.53457
24,9,2,0.83291,0.10362
24,9,3,0.80309,0.12662
24,9,4,0.39712,0.23142
24,9,5,-7E-05,0.53462
24,9,6,0.80247,0.11719
24,9,7,0.8387,0.09582
24,9,8,0.88071,0.08556
24,9,9,0.8665,0.10299
24,9,10,0.82466,0.10706
24,10,0,0.85312,0.08769
24,10,1,0.852,0.09851
24,10,2,0.8669,0.08667
24,10,3,0.8407,0.1
24,10,4,0.81526,0.10282
24,10,5,0.81781,0.11669
24,10,6,0.8547,0.09144
24,10,7,0.78919,0.11493
24,10,8,0.89044,0.10044
24,10,9,0.85982,0.08306
24,10,10,0.87932,0.1051
24,11,0,0.8214,0.10805
24,11,1,-9E-05,0.53453
24,11,2,0.90259,0.0855
24,11,3,0.84132,0.10577
24,11,4,0.8504,0.09973
24,11,5,0.85094,0.09415
24,11,6,0.85092,0.09464
24,11,7,0.86423,0.08591
24,11,8,0.89407,0.08449
24,11,9,0.8927,0.08752
24,11,10,0.83151,0.11034
24,12,0,0.85232,0.11092
24,12,1,-8E-05,0.53456
24,12,2,0.82652,0.09716
24,12,3,0.8748,0.11234
24,12,4,0.87599,0.09261
24,12,5,0.8368,0.10544
24,12,6,0.84248,0.10105
24,12,7,0.84436,0.08734
24,12,8,0.84037,0.09491
24,12,9,0.87245,0.099
24,12,10,0.8991,0.08426
24,13,0,0.82486,0.11865
24,13,1,-5E-05,0.53475
24,13,2,0.83759,0.09872
24,13,3,0.86905,0.11105
24,13,4,0.85778,0.10646
24,13,5,0.90754,0.07779
24,13,6,0.83387,0.10335
24,13,7,0.82218,0.11267
24,13,8,0.91464,0.08777
24,13,9,0.82043,0.10103
24,13,10,0.87204,0.09381
24,14,0,0.84447,0.0917
24,14,1,0.84872,0.09137
24,14,2,0.85147,0.09041
24,14,3,0.84287,0.08762
24,14,4,0.83934,0.09249
24,14,5,0.84906,0.0956
24,14,6,0.85607,0.08421
24,14,7,0.83033,0.09659
24,14,8,0.87011,0.07886
24,14,9,0.88269,0.07553
24,14,10,0.81013,0.11433
24,15,0,0.85613,0.09572
24,15,1,-6E-05,0.53465
24,15,2,-4E-05,0.53479
24,15,3,0.84918,0.08711
24,15,4,0.85206,0.0983
24,15,5,0.86379,0.09166
24,15,6,0.82699,0.10326
24,15,7,0.87888,0.0902
24,15,8,0.83113,0.11585
24,15,9,0.93423,0.08193
24,15,10,0.88567,0.08158
24,16,0,0.84024,0.10369
24,16,1,-8E-05,0.53456
24,16,2,0.89874,0.07699
24,16,3,0.83488,0.11235
24,16,4,0.8365,0.09137
24,16,5,0.88039,0.09884
24,16,6,0.82059,0.09932
24,16,7,0.87595,0.08749
24,16,8,0.93095,0.08983
24,16,9,0.85907,0.10006
24,16,10,0.87226,0.07693
24,17,0,0.88757,0.07387
24,17,1,-4E-05,0.53482
24,17,2,0.83179,0.1123
24,17,3,0.871,0.08282
24,17,4,0.88143,0.10011
24,17,5,-9E-05,0.53449
24,17,6,0.92923,0.07464
24,17,7,0.89258,0.08947
24,17,8,0.81882,0.09857
24,17,9,0.87677,0.10063
24,17,10,0.88522,0.09028
24,18,0,0.83036,0.11066
24,18,1,0.8108,0.097
24,18,2,0.89733,0.06728
24,18,3,-6E-05,0.53465
24,18,4,0.84684,0.07759
24,18,5,0.83414,0.09682
24,18,6,0.84669,0.12262
24,18,7,0.81885,0.10457
24,18,8,0.84945,0.09222
24,18,9,0.84724,0.09065
24,18,10,0.87913,0.09416
24,19,0,0.88747,0.0716
24,19,1,0.84979,0.10955
24,19,2,-8E-05,0.53456
24,19,3,0.86005,0.09425
24,19,4,0.85039,0.10885
24,19,5,0.89333,0.07914
24,19,6,0.88365,0.089
24,19,7,0.88472,0.08638
24,19,8,0.84755,0.09442
24,19,9,0.90954,0.089
24,19,10,0.84807,0.11669
24,20,0,0.85238,0.09163
24,20,1,-4E-05,0.53483
24,20,2,0.94387,0.06341
24,20,3,0.88729,0.07972
24,20,4,-8E-05,0.53455
24,20,5,0.88978,0.09678
24,20,6,0.84115,0.10977
24,20,7,0.88543,0.09576
24,20,8,0.92748,0.06362
24,20,9,0.91902,0.08428
24,20,10,0.93294,0.07003
25,0,0,0.76859,0.12387
25,1,0,0.76375,0.13015
25,1,1,0.71917,0.18403
25,1,2,0.77394,0.13827
25,1,3,0.82049,0.11718
25,1,4,0.78897,0.12416
25,1,5,0.80237,0.11961
25,1,6,0.74095,0.1966
25,1,7,0.76576,0.12504
25,1,8,0.81109,0.12969
25,1,9,0.3957,0.24139
25,1,10,0.76946,0.17321
25,2,0,0.80715,0.11764
25,2,1,0.80938,0.12255
25,2,2,0.86115,0.10183
25,2,3,0.83505,0.12755
25,2,4,0.72047,0.13036
25,2,5,0.71729,0.10454
25,2,6,0.86582,0.10443
25,2,7,0.88531,0.10856
25,2,8,0.83764,0.11802
25,2,9,0.88344,0.10547
25,2,10,0.39621,0.24175
25,3,0,0.78354,0.12231
25,3,1,0.8597,0.09966
25,3,2,0.8631,0.1018
25,3,3,0.80419,0.12164
25,3,4,0.72233,0.09171
25,3,5,0.84685,0.10424
25,3,6,0.86582,0.08137
25,3,7,0.80038,0.12518
25,3,8,0.88697,0.08416
25,3,9,0.84691,0.10083
25,3,10,0.85547,0.09991
25,4,0,0.83127,0.09829
25,4,1,-5E-05,0.53475
25,4,2,-6E-05,0.53467
25,4,3,0.80913,0.11522
25,4,4,0.79276,0.11677
25,4,5,0.82966,0.10593
25,4,6,0.8097,0.10743
25,4,7,0.87036,0.09121
25,4,8,0.87549,0.08896
25,4,9,0.88476,0.08792
25,4,10,0.86775,0.08559
25,5,0,0.80823,0.10873
25,5,1,-4E-05,0.53477
25,5,2,0.81799,0.11512
25,5,3,0.80484,0.11048
25,5,4,0.902,0.10338
25,5,5,0.83976,0.09532
25,5,6,0.82161,0.10323
25,5,7,0.8919,0.09826
25,5,8,0.87924,0.09002
25,5,9,0.82733,0.11378
25,5,10,0.84657,0.08883
25,6,0,0.83933,0.09377
25,6,1,0.89709,0.08435
25,6,2,-0.0001,0.53447
25,6,3,0.82684,0.10976
25,6,4,0.87368,0.09324
25,6,5,0.88798,0.07311
25,6,6,0.88509,0.09237
25,6,7,0.82671,0.09674
25,6,8,0.84272,0.10762
25,6,9,0.88992,0.08681
25,6,10,0.90336,0.07358
25,7,0,0.83317,0.09757
25,7,1,-5E-05,0.53472
25,7,2,0.87341,0.09257
25,7,3,0.02714,0.50975
25,7,4,0.84346,0.10771
25,7,5,0.54568,0.14459
25,7,6,0.8017,0.10653
25,7,7,0.81075,0.12076
25,7,8,0.90503,0.08621
25,7,9,0.83736,0.09505
25,7,10,0.88812,0.08307
25,8,0,0.80516,0.12583
25,8,1,-6E-05,0.53469
25,8,2,-9E-05,0.53451
25,8,3,0.83896,0.08755
25,8,4,0.84792,0.09286
25,8,5,0.86863,0.09126
25,8,6,0.87421,0.09203
25,8,7,0.82489,0.10912
25,8,8,0.81694,0.10556
25,8,9,0.92044,0.08319
25,8,10,0.88458,0.08478
25,9,0,0.83869,0.10542
25,9,1,0.83134,0.10693
25,9,2,0.9039,0.07333
25,9,3,0.84301,0.11168
25,9,4,0.90825,0.10101
25,9,5,0.85559,0.09287
25,9,6,0.89296,0.07423
25,9,7,0.86842,0.09863
25,9,8,0.9468,0.0819
25,9,9,0.88831,0.09899
25,9,10,0.84948,0.095
25,10,0,0.80536,0.11359
25,10,1,-9E-05,0.5345
25,10,2,0.83013,0.10491
25,10,3,0.83617,0.13014
25,10,4,0.84906,0.09561
25,10,5,0.8868,0.0767
25,10,6,0.85411,0.09841
25,10,7,0.88363,0.08784
25,10,8,0.8445,0.08709
25,10,9,0.87923,0.08738
25,10,10,0.92256,0.07276
25,11,0,0.80292,0.12137
25,11,1,0.81463,0.11641
25,11,2,0.80919,0.10356
25,11,3,0.89125,0.07906
25,11,4,0.85649,0.09093
25,11,5,0.82747,0.11079
25,11,6,0.87232,0.08349
25,11,7,0.89448,0.08718
25,11,8,0.85992,0.09112
25,11,9,0.87746,0.08357
25,11,10,0.90812,0.09176
25,12,0,0.8259,0.0955
25,12,1,-9E-05,0.53451
25,12,2,-8E-05,0.53455
25,12,3,0.82813,0.1144
25,12,4,0.90982,0.10021
