Layer 1,Layer 2,Layer 3,R2,MAE
36,5,7,0.83264,0.12351
36,5,8,0.86147,0.1144
36,5,9,0.83138,0.10817
36,5,10,0.85835,0.10823
36,6,0,0.82536,0.10645
36,6,1,-8E-05,0.53456
36,6,2,0.812,0.10346
36,6,3,0.92623,0.08815
36,6,4,0.84276,0.09249
36,6,5,0.86017,0.08994
36,6,6,0.84423,0.09703
36,6,7,0.84383,0.09723
36,6,8,0.90521,0.10338
36,6,9,0.89144,0.08373
36,6,10,0.89369,0.07833
36,7,0,0.82864,0.09938
36,7,1,-6E-05,0.5347
36,7,2,0.90532,0.07911
36,7,3,0.84828,0.09277
36,7,4,0.84298,0.09877
36,7,5,0.83364,0.1088
36,7,6,0.83029,0.10536
36,7,7,0.89621,0.08641
36,7,8,0.8131,0.10313
36,7,9,0.90516,0.10168
36,7,10,0.81934,0.10762
36,8,0,0.83148,0.09026
36,8,1,-6E-05,0.53466
36,8,2,-0.00011,0.53441
36,8,3,0.82842,0.10147
36,8,4,0.8622,0.08457
36,8,5,0.90509,0.08385
36,8,6,0.85262,0.1033
36,8,7,0.89285,0.08099
36,8,8,0.83908,0.09524
36,8,9,0.88832,0.09277
36,8,10,0.90939,0.075
36,9,0,0.82438,0.10397
36,9,1,-6E-05,0.53468
36,9,2,0.84544,0.09655
36,9,3,0.839,0.09382
36,9,4,-7E-05,0.53459
36,9,5,0.87484,0.08973
36,9,6,0.85201,0.09754
36,9,7,0.86714,0.09782
36,9,8,0.84736,0.09931
36,9,9,0.87682,0.07831
36,9,10,0.92258,0.08257
36,10,0,0.84302,0.10063
36,10,1,-6E-05,0.53465
36,10,2,0.87997,0.08533
36,10,3,0.87737,0.09252
36,10,4,0.83333,0.10424
36,10,5,0.82561,0.10257
36,10,6,0.95606,0.06558
36,10,7,0.81963,0.10017
36,10,8,0.85073,0.09498
36,10,9,0.84529,0.08783
36,10,10,0.86351,0.09589
36,11,0,0.84009,0.09254
36,11,1,-6E-05,0.53466
36,11,2,0.7329,0.07258
36,11,3,0.89696,0.07513
36,11,4,0.89671,0.10319
36,11,5,0.85727,0.09437
36,11,6,0.87637,0.08543
36,11,7,0.89008,0.0789
36,11,8,0.89516,0.07215
36,11,9,0.84207,0.10005
36,11,10,0.91507,0.07742
36,12,0,0.84443,0.08952
36,12,1,0.83416,0.10631
36,12,2,0.77537,0.13982
36,12,3,0.84245,0.09541
36,12,4,0.88563,0.08953
36,12,5,0.90167,0.07143
36,12,6,0.8536,0.10019
36,12,7,0.88888,0.08348
36,12,8,0.90465,0.07857
36,12,9,0.83611,0.09463
36,12,10,0.84542,0.10848
36,13,0,0.83856,0.10171
36,13,1,-6E-05,0.53466
36,13,2,0.84415,0.08746
36,13,3,0.84264,0.09438
36,13,4,0.83748,0.09681
36,13,5,0.84775,0.09033
36,13,6,0.90621,0.08509
36,13,7,0.85708,0.09527
36,13,8,0.84846,0.09822
36,13,9,0.89401,0.07025
36,13,10,0.84476,0.09811
36,14,0,0.8212,0.09847
36,14,1,-5E-05,0.53471
36,14,2,-8E-05,0.53456
36,14,3,0.87682,0.09465
36,14,4,0.89692,0.08874
36,14,5,0.81785,0.0994
36,14,6,0.87996,0.10287
36,14,7,0.8964,0.08086
36,14,8,0.82851,0.10534
36,14,9,0.87002,0.09102
36,14,10,0.87066,0.08368
36,15,0,0.84284,0.10463
36,15,1,0.83484,0.09303
36,15,2,-7E-05,0.53461
36,15,3,-6E-05,0.53466
36,15,4,0.84764,0.13352
36,15,5,0.85443,0.09271
36,15,6,0.85718,0.09293
36,15,7,0.88169,0.09103
36,15,8,0.90186,0.10208
36,15,9,0.82059,0.11603
36,15,10,0.87131,0.08942
36,16,0,0.82121,0.10069
36,16,1,0.85566,0.09324
36,16,2,0.84826,0.0885
36,16,3,-6E-05,0.53469
36,16,4,0.82007,0.11654
36,16,5,0.91805,0.0767
36,16,6,0.84543,0.08814
36,16,7,0.88759,0.07328
36,16,8,0.84875,0.10626
36,16,9,0.85486,0.09275
36,16,10,0.86384,0.1199
36,17,0,0.84306,0.10322
36,17,1,0.861,0.09277
36,17,2,-9E-05,0.53452
36,17,3,0.89166,0.07462
36,17,4,0.82383,0.11361
36,17,5,0.85602,0.08099
36,17,6,0.86788,0.08949
36,17,7,0.88487,0.09361
36,17,8,0.86597,0.08791
36,17,9,0.82439,0.09897
36,17,10,0.85073,0.0871
36,18,0,0.81315,0.108
36,18,1,0.91166,0.07459
36,18,2,0.84414,0.08173
36,18,3,0.86684,0.0939
36,18,4,-5E-05,0.53473
36,18,5,0.92425,0.07752
36,18,6,0.94775,0.059
36,18,7,0.92149,0.07494
36,18,8,0.92689,0.07032
36,18,9,0.88807,0.1041
36,18,10,0.89198,0.08791
36,19,0,0.8668,0.09106
36,19,1,-7E-05,0.5346
36,19,2,-7E-05,0.53459
36,19,3,0.89886,0.08797
36,19,4,0.86914,0.09724
36,19,5,0.91246,0.09543
36,19,6,0.85865,0.08465
36,19,7,0.91384,0.06523
36,19,8,0.8857,0.08266
36,19,9,0.87195,0.08156
36,19,10,0.87382,0.09339
36,20,0,0.79647,0.12084
36,20,1,-7E-05,0.53462
36,20,2,0.88168,0.0922
36,20,3,0.85864,0.10101
36,20,4,0.87268,0.08636
36,20,5,0.88379,0.09146
36,20,6,0.87954,0.08911
36,20,7,0.80739,0.10094
36,20,8,0.88892,0.09987
36,20,9,0.84261,0.12055
36,20,10,0.86258,0.08573
37,0,0,0.79509,0.10231
37,1,0,0.76569,0.13075
37,1,1,-4E-05,0.53477
37,1,2,0.16549,0.44106
37,1,3,0.37766,0.24856
37,1,4,0.81552,0.11525
37,1,5,0,0.53558
37,1,6,-1E-05,0.53511
37,1,7,0.8104,0.10941
37,1,8,0.81264,0.11722
37,1,9,0.77831,0.15041
37,1,10,0,0.5355
37,2,0,0.81182,0.10266
37,2,1,-3E-05,0.53488
37,2,2,0.02403,0.53205
37,2,3,0.17429,0.49921
37,2,4,0.80388,0.10833
37,2,5,0.79713,0.1256
37,2,6,0.79469,0.10679
37,2,7,0.82241,0.10432
37,2,8,0.83758,0.11469
37,2,9,0.82028,0.0971
37,2,10,0.81227,0.1107
37,3,0,0.87798,0.06854
37,3,1,0.89964,0.0816
37,3,2,0.88145,0.07806
37,3,3,0.8002,0.1081
37,3,4,0.80632,0.10315
37,3,5,0.8274,0.10853
37,3,6,0.77902,0.13379
37,3,7,0.82458,0.13856
37,3,8,0.83511,0.10943
37,3,9,0.8743,0.09876
37,3,10,0.8279,0.10799
37,4,0,0.80829,0.12403
37,4,1,0.80797,0.13279
37,4,2,-8E-05,0.53454
37,4,3,0.84269,0.09571
37,4,4,0.84872,0.1049
37,4,5,0.87032,0.09666
37,4,6,0.90646,0.09334
37,4,7,0.87683,0.08304
37,4,8,0.91763,0.07964
37,4,9,0.83425,0.11276
37,4,10,0.82401,0.1112
37,5,0,0.8207,0.10342
37,5,1,-0.00011,0.53442
37,5,2,0.8998,0.08032
37,5,3,0.79933,0.10024
37,5,4,0.80033,0.10255
37,5,5,0.88308,0.09096
37,5,6,0.83191,0.09829
37,5,7,0.8911,0.08926
37,5,8,3E-05,0.53502
37,5,9,0.88681,0.10243
37,5,10,0.8619,0.09184
37,6,0,0.82228,0.111
37,6,1,-2E-05,0.53497
37,6,2,-8E-05,0.53456
37,6,3,0.86445,0.09615
37,6,4,0.84368,0.08735
37,6,5,0.82558,0.10408
37,6,6,0.87358,0.08732
37,6,7,0.83112,0.0992
37,6,8,0.8751,0.08322
37,6,9,0.82516,0.09579
37,6,10,0.89753,0.0925
37,7,0,0.80103,0.09732
37,7,1,-5E-05,0.53475
37,7,2,0.88758,0.0761
37,7,3,0.84981,0.10351
37,7,4,-0.00011,0.53441
37,7,5,0.86745,0.07903
37,7,6,0.85291,0.09211
37,7,7,0.83933,0.12293
37,7,8,0.85369,0.08603
37,7,9,0.87449,0.09052
37,7,10,0.84621,0.08815
37,8,0,0.80993,0.10857
37,8,1,0.80724,0.13211
37,8,2,-7E-05,0.53462
37,8,3,0.81803,0.09709
37,8,4,0.82473,0.09155
37,8,5,0.81745,0.10579
37,8,6,0.82702,0.09945
37,8,7,0.81051,0.0892
37,8,8,0.81482,0.11233
37,8,9,0.88425,0.08877
37,8,10,0.87617,0.08755
37,9,0,0.80872,0.09998
37,9,1,0.78351,0.11202
37,9,2,0.79393,0.13184
37,9,3,0.85332,0.11591
37,9,4,0.86352,0.0946
37,9,5,0.85847,0.11292
37,9,6,0.91108,0.07718
37,9,7,0.88292,0.08288
37,9,8,0.90745,0.07701
37,9,9,0.87735,0.08688
37,9,10,0.8802,0.09085
37,10,0,0.83849,0.10068
37,10,1,0.82846,0.11481
37,10,2,0.81422,0.09503
37,10,3,0.80725,0.09889
37,10,4,0.92149,0.0751
37,10,5,0.84328,0.10653
37,10,6,0.87451,0.09941
37,10,7,0.87008,0.09349
37,10,8,0.83674,0.09204
37,10,9,0.81674,0.12443
37,10,10,0.83521,0.1141
37,11,0,0.85472,0.08901
37,11,1,0.91508,0.07896
37,11,2,0.92435,0.06774
37,11,3,0.88264,0.08265
37,11,4,0.87251,0.06079
37,11,5,0.87143,0.09745
37,11,6,0.90429,0.07778
37,11,7,0.8805,0.08425
37,11,8,0.81996,0.11802
37,11,9,0.86764,0.09198
37,11,10,0.84792,0.08588
37,12,0,0.8457,0.08869
37,12,1,-8E-05,0.53458
37,12,2,-6E-05,0.53469
37,12,3,0.80136,0.107
37,12,4,0.87364,0.11384
37,12,5,0.83727,0.09083
37,12,6,0.84787,0.09491
37,12,7,0.88677,0.07565
37,12,8,0.87561,0.08608
37,12,9,0.86764,0.09214
37,12,10,0.82561,0.11755
37,13,0,0.85538,0.10011
37,13,1,0.72809,0.08598
37,13,2,0.86288,0.09972
37,13,3,0.82654,0.09265
37,13,4,0.86209,0.08723
37,13,5,0.91134,0.07207
37,13,6,0.84142,0.10875
37,13,7,0.89577,0.07657
37,13,8,0.85267,0.13645
37,13,9,0.9265,0.09056
37,13,10,0.87861,0.13391
37,14,0,0.84099,0.08955
37,14,1,0.80241,0.12294
37,14,2,0.84184,0.10328
37,14,3,0.87197,0.0941
37,14,4,0.8347,0.09991
37,14,5,0.86438,0.0791
37,14,6,0.85149,0.09653
37,14,7,0.87058,0.08996
37,14,8,0.8493,0.09089
37,14,9,0.85647,0.10611
37,14,10,0.84308,0.1061
37,15,0,0.84739,0.09075
37,15,1,-6E-05,0.53464
37,15,2,0.83086,0.09947
37,15,3,0.88784,0.0874
37,15,4,-6E-05,0.53466
37,15,5,-9E-05,0.53451
37,15,6,0.87778,0.11778
37,15,7,0.826,0.10784
37,15,8,0.87635,0.0863
37,15,9,0.83905,0.0941
37,15,10,0.88978,0.08148
37,16,0,0.81443,0.11995
37,16,1,-7E-05,0.5346
37,16,2,0.82194,0.11787
37,16,3,0.85541,0.08061
37,16,4,0.84693,0.10834
37,16,5,0.8508,0.10076
37,16,6,0.87369,0.09617
37,16,7,0.80946,0.12116
37,16,8,0.90934,0.07974
37,16,9,0.87125,0.09254
37,16,10,0.85489,0.11406
37,17,0,0.83933,0.09991
37,17,1,0.85422,0.11484
37,17,2,0.83895,0.11169
37,17,3,0.86564,0.09051
37,17,4,-0.00011,0.53441
37,17,5,0.8374,0.09888
37,17,6,0.92189,0.06871
37,17,7,0.83684,0.09655
37,17,8,0.85767,0.10107
37,17,9,0.90652,0.09238
37,17,10,0.81932,0.09936
37,18,0,0.83708,0.10061
37,18,1,0.83546,0.11012
37,18,2,0.84903,0.10045
37,18,3,0.86366,0.10394
37,18,4,0.8879,0.08089
37,18,5,0.87766,0.10686
37,18,6,0.92847,0.08345
37,18,7,0.85221,0.11515
37,18,8,0.81622,0.14288
37,18,9,0.90347,0.0942
37,18,10,0.88571,0.07774
37,19,0,0.8473,0.11019
37,19,1,0.84049,0.10421
37,19,2,0.87,0.08232
37,19,3,0.85355,0.09486
37,19,4,0.83897,0.09708
37,19,5,0.84417,0.1022
37,19,6,0.89666,0.07778
37,19,7,0.86248,0.07857
37,19,8,0.92916,0.08335
37,19,9,0.89226,0.08202
37,19,10,0.90799,0.0899
37,20,0,0.85301,0.09396
37,20,1,0.84724,0.09316
37,20,2,0.82745,0.11072
37,20,3,-4E-05,0.5348
37,20,4,0.8315,0.10973
37,20,5,0.89593,0.08036
37,20,6,0.87033,0.08998
37,20,7,0.89284,0.07997
37,20,8,0.87377,0.09206
37,20,9,0.84812,0.09727
37,20,10,0.84746,0.10257
38,0,0,0.78554,0.11258
38,1,0,0.79086,0.11241
38,1,1,0.78122,0.11823
38,1,2,0,0.53542
38,1,3,0,0.53544
38,1,4,0.7991,0.12005
38,1,5,0,0.53525
38,1,6,0,0.53535
38,1,7,0,0.53549
38,1,8,0.78411,0.15347
38,1,9,0.82438,0.10915
38,1,10,0.8169,0.1225
38,2,0,0.81126,0.09844
38,2,1,-0.0001,0.53448
38,2,2,-6E-05,0.53466
38,2,3,0.78665,0.11952
38,2,4,0,0.53518
38,2,5,0.81044,0.1099
38,2,6,0.84632,0.08824
38,2,7,0.79272,0.11613
38,2,8,0.80563,0.11306
38,2,9,0.87682,0.11874
38,2,10,0.81237,0.10526
38,3,0,-6E-05,0.53467
38,3,1,-8E-05,0.53455
38,3,2,0,0.53538
38,3,3,-7E-05,0.53459
38,3,4,0,0.53553
38,3,5,-5E-05,0.53471
38,3,6,0.02407,0.51318
38,3,7,0.83606,0.11327
38,3,8,0.79737,0.12684
38,3,9,0.39084,0.24187
38,3,10,0.82274,0.10741
38,4,0,0.80294,0.10568
38,4,1,0.01886,0.51939
38,4,2,0.82955,0.1057
38,4,3,0.81929,0.1093
38,4,4,0.82692,0.09372
38,4,5,0.82108,0.10794
38,4,6,0.91462,0.07787
38,4,7,0.86563,0.09463
38,4,8,0.86874,0.09796
38,4,9,0.82674,0.10189
38,4,10,0.88204,0.09175
38,5,0,0.71858,0.09885
38,5,1,-8E-05,0.53456
38,5,2,-7E-05,0.5346
38,5,3,0.84299,0.11338
38,5,4,0.81073,0.11946
38,5,5,-6E-05,0.53467
38,5,6,0.89611,0.08813
38,5,7,0.84921,0.08463
38,5,8,0.8854,0.08767
38,5,9,0.83162,0.09048
38,5,10,0.9071,0.08208
38,6,0,0.81425,0.10388
38,6,1,-5E-05,0.53474
38,6,2,-0.00011,0.53444
38,6,3,0.87431,0.08781
38,6,4,0.84882,0.09446
38,6,5,0.8366,0.09387
38,6,6,0.86427,0.08917
38,6,7,0.81002,0.10297
38,6,8,0.82573,0.09835
38,6,9,0.84543,0.10765
38,6,10,0.87344,0.09468
38,7,0,0.84065,0.10418
38,7,1,0.01928,0.51892
38,7,2,-8E-05,0.53455
38,7,3,0.8173,0.10465
38,7,4,0.89912,0.07748
38,7,5,0.8641,0.09455
38,7,6,0.88652,0.07785
38,7,7,0.84426,0.12628
38,7,8,0.79301,0.11285
38,7,9,0.8848,0.08646
38,7,10,0.85547,0.10358
38,8,0,0.79415,0.10079
38,8,1,-6E-05,0.53465
38,8,2,0.83909,0.09717
38,8,3,0.83468,0.09767
38,8,4,0.82187,0.10052
38,8,5,0.84228,0.08404
38,8,6,0.84031,0.09835
38,8,7,0.91163,0.07578
38,8,8,0.85147,0.10868
38,8,9,0.87336,0.09086
38,8,10,0.82536,0.10216
38,9,0,0.81653,0.10696
38,9,1,0.80376,0.11396
38,9,2,0.8203,0.09358
38,9,3,0.84787,0.1123
38,9,4,0.8222,0.10869
38,9,5,0.83411,0.11784
38,9,6,0.8183,0.10513
38,9,7,0.84703,0.09989
38,9,8,0.83744,0.10353
38,9,9,0.88894,0.09777
38,9,10,0.888,0.0962
38,10,0,0.84247,0.08825
38,10,1,-4E-05,0.5348
38,10,2,0.82294,0.11539
38,10,3,0.82657,0.10304
38,10,4,0.91667,0.07484
38,10,5,0.8358,0.11303
38,10,6,0.87326,0.07922
38,10,7,0.85707,0.08545
38,10,8,0.90867,0.08051
38,10,9,0.88507,0.07831
38,10,10,0.86619,0.09644
38,11,0,0.83544,0.09716
38,11,1,0.85222,0.10044
38,11,2,0.83625,0.08987
38,11,3,0.87761,0.08197
38,11,4,0.84638,0.10121
38,11,5,0.82397,0.11274
38,11,6,0.87986,0.07514
38,11,7,0.85422,0.08871
38,11,8,0.85693,0.08863
38,11,9,0.83005,0.08686
38,11,10,0.85371,0.1419
38,12,0,0.81453,0.11106
38,12,1,-6E-05,0.53467
38,12,2,0.90236,0.08594
38,12,3,-7E-05,0.5346
38,12,4,0.73013,0.07468
38,12,5,0.91998,0.0896
38,12,6,0.88145,0.10015
38,12,7,0.85912,0.09611
38,12,8,0.82883,0.10252
38,12,9,0.84081,0.11208
38,12,10,0.89566,0.07666
38,13,0,0.81791,0.09855
38,13,1,-9E-05,0.53449
38,13,2,0.85038,0.09151
38,13,3,0.83772,0.10595
38,13,4,0.81165,0.11686
38,13,5,0.87189,0.08539
38,13,6,0.86798,0.09042
38,13,7,0.87956,0.0988
38,13,8,0.89878,0.08705
38,13,9,0.84545,0.09868
38,13,10,0.8544,0.09524
38,14,0,0.83136,0.08989
38,14,1,0.84521,0.1058
38,14,2,-9E-05,0.53452
38,14,3,0.83904,0.09346
38,14,4,0.81312,0.10444
38,14,5,0.84209,0.09782
38,14,6,0.8161,0.14967
38,14,7,0.87821,0.09765
38,14,8,0.84415,0.11033
38,14,9,0.83723,0.10562
38,14,10,0.85299,0.08609
38,15,0,0.83225,0.09213
38,15,1,0.37835,0.24146
38,15,2,-8E-05,0.53457
38,15,3,0.85351,0.0963
38,15,4,-7E-05,0.53458
38,15,5,0.86032,0.09124
38,15,6,0.85354,0.08909
38,15,7,0.85046,0.11606
38,15,8,0.85325,0.09273
38,15,9,0.89284,0.08477
38,15,10,0.91119,0.07556
38,16,0,0.8204,0.10798
38,16,1,-8E-05,0.53455
38,16,2,0.88708,0.08114
38,16,3,0.87013,0.08362
38,16,4,0.85464,0.08659
38,16,5,0.80741,0.11515
38,16,6,0.88216,0.10891
38,16,7,0.89621,0.08691
38,16,8,0.86942,0.07847
38,16,9,0.8601,0.08634
38,16,10,0.91436,0.07424
38,17,0,0.84367,0.1064
38,17,1,0.84376,0.08296
38,17,2,0.83383,0.08863
38,17,3,0.84342,0.10465
38,17,4,0.8621,0.09146
38,17,5,0.87127,0.08258
38,17,6,0.88671,0.07913
38,17,7,0.92823,0.0907
38,17,8,0.85986,0.10807
38,17,9,0.84214,0.0934
38,17,10,0.85905,0.09896
38,18,0,0.84026,0.09995
38,18,1,-4E-05,0.53481
38,18,2,0.84619,0.10743
38,18,3,0.84912,0.08854
38,18,4,0.83967,0.08203
38,18,5,0.90024,0.0752
38,18,6,0.90757,0.0847
38,18,7,0.88181,0.08792
38,18,8,0.8546,0.10344
38,18,9,0.89816,0.09623
38,18,10,0.88672,0.08633
38,19,0,0.8671,0.08758
38,19,1,0.83794,0.09845
38,19,2,-9E-05,0.53452
38,19,3,0.88404,0.07973
38,19,4,0.88485,0.08122
38,19,5,0.87098,0.0894
38,19,6,0.84536,0.09287
38,19,7,0.90486,0.07387
38,19,8,0.87299,0.08153
38,19,9,0.85536,0.10353
38,19,10,0.85158,0.0964
38,20,0,0.88209,0.07942
38,20,1,0.8748,0.08662
38,20,2,0.85947,0.08961
38,20,3,0.84627,0.11389
38,20,4,0.87284,0.08859
38,20,5,0.83157,0.09165
38,20,6,0.82652,0.09973
38,20,7,0.89511,0.08337
38,20,8,0.88358,0.08145
38,20,9,0.86289,0.08451
38,20,10,0.93516,0.06807
39,0,0,0.76743,0.11751
39,1,0,-6E-05,0.53465
39,1,1,-9E-05,0.53449
39,1,2,0,0.53532
39,1,3,0,0.53536
39,1,4,0.79463,0.13051
39,1,5,0.8119,0.11887
39,1,6,0,0.53548
39,1,7,0,0.53524
39,1,8,-1E-05,0.53508
39,1,9,0.80462,0.11221
39,1,10,0.81699,0.11488
39,2,0,-8E-05,0.53458
39,2,1,0,0.53538
39,2,2,0.83602,0.10552
39,2,3,0.80453,0.11444
39,2,4,0.82516,0.09522
39,2,5,0.71335,0.11017
39,2,6,0.86227,0.09946
39,2,7,0.84766,0.1008
39,2,8,0.82958,0.11555
39,2,9,0.79663,0.13985
39,2,10,0.78818,0.12824
39,3,0,0.81345,0.10893
39,3,1,0.84389,0.12047
39,3,2,0.82795,0.09651
39,3,3,0.79597,0.12402
39,3,4,0.83324,0.09922
39,3,5,0.83296,0.1024
39,3,6,0.80447,0.10434
39,3,7,0.85212,0.10223
39,3,8,0.83087,0.10562
39,3,9,0.91001,0.07728
39,3,10,0.83529,0.09718
39,4,0,0.82289,0.1094
39,4,1,0.81173,0.11069
39,4,2,0.91866,0.08893
39,4,3,0.81117,0.10358
39,4,4,0.82025,0.11782
39,4,5,0.85601,0.09771
39,4,6,0.84057,0.0881
39,4,7,-0.00017,0.53463
39,4,8,0.83375,0.0958
39,4,9,0.8111,0.10906
39,4,10,0.71596,0.10912
39,5,0,0.78368,0.11771
39,5,1,-2E-05,0.53495
39,5,2,0.82476,0.09601
39,5,3,-6E-05,0.53467
39,5,4,0.84206,0.08156
39,5,5,0.92222,0.0804
39,5,6,0.83708,0.1115
39,5,7,0.8451,0.08453
39,5,8,0.83305,0.10188
39,5,9,0.83749,0.09921
39,5,10,0.86016,0.09557
39,6,0,0.82211,0.09254
39,6,1,-0.0001,0.53448
39,6,2,0.83119,0.10758
39,6,3,0.83521,0.1024
39,6,4,0.839,0.07956
39,6,5,0.83638,0.09628
39,6,6,0.83672,0.082
39,6,7,0.84139,0.11479
39,6,8,0.83861,0.10684
39,6,9,0.8479,0.09244
39,6,10,0.86069,0.10022
39,7,0,0.79275,0.13141
39,7,1,-7E-05,0.53461
39,7,2,0.81752,0.12984
39,7,3,-9E-05,0.53452
39,7,4,0.87759,0.08746
39,7,5,0.83802,0.10136
39,7,6,-5E-05,0.53473
39,7,7,0.84244,0.08965
39,7,8,0.8403,0.10457
39,7,9,0.84042,0.11635
39,7,10,0.90945,0.08197
39,8,0,0.81735,0.09308
39,8,1,0.81877,0.11227
39,8,2,-8E-05,0.53458
39,8,3,0.82384,0.10767
39,8,4,0.84537,0.09693
39,8,5,0.87413,0.08337
39,8,6,0.83356,0.11311
39,8,7,0.82019,0.09892
39,8,8,0.84516,0.10285
39,8,9,0.83872,0.10158
39,8,10,0.85628,0.09872
39,9,0,0.85751,0.07811
39,9,1,0.86482,0.09779
39,9,2,0.84238,0.09682
39,9,3,-8E-05,0.53458
39,9,4,0.92144,0.06791
39,9,5,0.86796,0.0825
39,9,6,0.85921,0.08728
39,9,7,0.83263,0.09289
39,9,8,0.92223,0.06904
39,9,9,0.89646,0.08653
39,9,10,0.83346,0.09307
39,10,0,0.83683,0.09685
39,10,1,0.8532,0.09889
39,10,2,0.9706,0.05343
39,10,3,0.83833,0.09986
39,10,4,0.87948,0.08427
39,10,5,0.83517,0.09001
39,10,6,0.88664,0.12401
39,10,7,0.83686,0.09217
39,10,8,0.84746,0.1167
39,10,9,0.83687,0.10782
39,10,10,0.79987,0.13354
39,11,0,0.81695,0.11355
39,11,1,-6E-05,0.53464
39,11,2,-6E-05,0.53466
39,11,3,0.79582,0.11647
39,11,4,0.83008,0.11205
39,11,5,0.83914,0.09171
39,11,6,0.85769,0.08163
39,11,7,-7E-05,0.53463
39,11,8,0.85416,0.09341
39,11,9,0.85637,0.09964
39,11,10,0.8488,0.09414
39,12,0,0.83556,0.1077
39,12,1,0.85729,0.10197
39,12,2,0.87379,0.08726
39,12,3,0.83111,0.09042
39,12,4,0.88682,0.09167
39,12,5,0.81413,0.12258
39,12,6,0.86124,0.07784
39,12,7,0.81217,0.14247
39,12,8,0.85939,0.10447
39,12,9,0.85933,0.103
39,12,10,0.84289,0.09994
39,13,0,0.82358,0.09871
39,13,1,0.7952,0.10535
39,13,2,-8E-05,0.53458
39,13,3,0.84944,0.10235
39,13,4,0.82319,0.09487
39,13,5,0.84027,0.09202
39,13,6,0.83661,0.0907
39,13,7,0.83011,0.10726
39,13,8,0.80871,0.12537
39,13,9,0.82199,0.10166
39,13,10,0.85367,0.10545
39,14,0,0.84978,0.10026
39,14,1,-8E-05,0.53456
39,14,2,0.84705,0.08987
39,14,3,0.89235,0.10599
39,14,4,0.85937,0.07969
39,14,5,-7E-05,0.53459
39,14,6,0.8533,0.09825
39,14,7,0.88765,0.08061
39,14,8,0.8461,0.09851
39,14,9,0.84035,0.10863
39,14,10,0.87402,0.09268
39,15,0,0.87331,0.08189
39,15,1,-7E-05,0.53459
39,15,2,0.88979,0.09076
39,15,3,0.87894,0.07774
39,15,4,0.85408,0.08853
39,15,5,0.87741,0.0916
39,15,6,0.90148,0.10066
39,15,7,0.87818,0.08267
39,15,8,0.89344,0.07525
39,15,9,0.88859,0.07928
39,15,10,0.92944,0.10688
39,16,0,0.85918,0.0867
39,16,1,-6E-05,0.53465
39,16,2,-6E-05,0.53468
39,16,3,0.8896,0.10519
39,16,4,0.94064,0.07257
39,16,5,0.87073,0.08184
39,16,6,0.90327,0.09247
39,16,7,0.86838,0.10357
39,16,8,0.87982,0.10932
39,16,9,0.90031,0.07519
39,16,10,0.85157,0.09438
39,17,0,0.83015,0.10134
39,17,1,0.85702,0.09053
39,17,2,0.84827,0.09279
39,17,3,0.89874,0.07018
39,17,4,0.92145,0.06654
39,17,5,0.85253,0.10559
39,17,6,0.82681,0.11226
39,17,7,0.8691,0.08341
39,17,8,0.86415,0.08893
39,17,9,0.8398,0.09715
39,17,10,0.88892,0.08028
39,18,0,0.83753,0.10358
39,18,1,0.85654,0.0978
39,18,2,0.8678,0.09402
39,18,3,0.83994,0.10498
39,18,4,0.87438,0.0842
39,18,5,0.85484,0.09607
39,18,6,0.91667,0.0743
39,18,7,0.92632,0.07262
39,18,8,0.90437,0.09341
39,18,9,0.86614,0.08923
39,18,10,0.8995,0.08802
39,19,0,0.86971,0.09156
39,19,1,-8E-05,0.53456
39,19,2,-0.00011,0.53443
39,19,3,0.83395,0.10831
39,19,4,0.82752,0.10894
39,19,5,0.83082,0.09466
39,19,6,0.9064,0.08839
39,19,7,0.87019,0.09741
39,19,8,0.84158,0.09164
39,19,9,0.85387,0.09558
39,19,10,0.83651,0.1141
39,20,0,0.83887,0.0965
39,20,1,-8E-05,0.53457
39,20,2,-9E-05,0.53453
39,20,3,0.84904,0.10018
39,20,4,0.8658,0.09511
39,20,5,0.85192,0.10009
39,20,6,0.9083,0.08621
39,20,7,0.86891,0.0833
39,20,8,0.89907,0.09125
39,20,9,0.84568,0.09401
39,20,10,0.85622,0.12342
40,0,0,0.78894,0.10922
40,1,0,-4E-05,0.53483
40,1,1,0,0.53538
40,1,2,0.81229,0.12435
40,1,3,0.82007,0.11944
40,1,4,0.73158,0.1838
40,1,5,0.78621,0.12905
40,1,6,0.78658,0.12152
40,1,7,0.77884,0.13106
40,1,8,0.79778,0.12964
40,1,9,0.81195,0.10826
40,1,10,0.81271,0.10261
40,2,0,0.81851,0.09324
40,2,1,-9E-05,0.53452
40,2,2,-9E-05,0.53451
40,2,3,0.80481,0.11757
40,2,4,0.75809,0.11269
40,2,5,0.80265,0.11444
40,2,6,0.8316,0.09212
40,2,7,0.74218,0.09495
40,2,8,0.82631,0.11416
40,2,9,0.8818,0.10101
40,2,10,0.83825,0.09885
40,3,0,0.7968,0.10631
40,3,1,0.79501,0.12323
40,3,2,0.89558,0.09177
40,3,3,0.8544,0.10633
40,3,4,0.8281,0.09725
40,3,5,0.82438,0.09299
40,3,6,0.8688,0.11348
40,3,7,0.81256,0.11537
40,3,8,0.85212,0.09827
40,3,9,0.90341,0.10136
40,3,10,0.81094,0.1032
40,4,0,0.82578,0.11414
40,4,1,-9E-05,0.53451
40,4,2,0.8366,0.09543
40,4,3,-6E-05,0.53466
40,4,4,0.82215,0.10075
